WORD,A,ADV,C,D,N,P,PRO,V,TOTAL
sompin,0,0,0,0,0,0,1,0,1
steiner,0,0,0,0,1,0,0,0,1
catchup,0,0,0,0,1,0,0,0,1
dispenser,0,0,0,0,1,0,0,0,1
soothingly,0,1,0,0,0,0,0,0,1
guardino,0,0,0,0,3,0,0,0,3
rose's,0,0,0,0,3,0,0,0,3
guardino's,0,0,0,0,1,0,0,0,1
sullenly,0,2,0,0,0,0,0,0,2
scaring,0,0,0,0,0,0,0,1,1
aleck,0,0,0,0,2,0,0,0,2
sniggered,0,0,0,0,0,0,0,1,1
landis,0,0,0,0,3,0,0,0,3
wetly,0,1,0,0,0,0,0,0,1
unopened,1,0,0,0,0,0,0,0,1
door-frame,0,0,0,0,1,0,0,0,1
driver's,0,0,0,0,5,0,0,0,5
deviate,0,0,0,0,0,0,0,1,1
387,1,0,0,0,0,0,0,0,1
yawn,0,0,0,0,1,0,0,1,2
jowls,0,0,0,0,4,0,0,0,4
graying,0,0,0,0,0,0,0,4,4
unblinkingly,0,2,0,0,0,0,0,0,2
filaments,0,0,0,0,1,0,0,0,1
wheezing,0,0,0,0,0,0,0,1,1
admassy's,0,0,0,0,2,0,0,0,2
acey,0,0,0,0,3,0,0,0,3
jarrodsville,0,0,0,0,6,0,0,0,6
foolishly,0,3,0,0,0,0,0,0,3
sanford's,0,0,0,0,2,0,0,0,2
red-clay,0,0,0,0,2,0,0,0,2
growled,0,0,0,0,0,0,0,4,4
farmhouses,0,0,0,0,1,0,0,0,1
quagmire,0,0,0,0,1,0,0,0,1
mud-caked,1,0,0,0,0,0,0,0,1
viscous,1,0,0,0,0,0,0,0,1
puddles,0,0,0,0,2,0,0,0,2
toddlers,0,0,0,0,1,0,0,0,1
disgraced,0,0,0,0,0,0,0,1,1
drummed,0,0,0,0,0,0,0,2,2
about-faced,0,0,0,0,0,0,0,2,2
bordered,0,0,0,0,0,0,0,2,2
marty's,0,0,0,0,1,0,0,0,1
burch,0,0,0,0,2,0,0,0,2
ruse,0,0,0,0,2,0,0,0,2
burch's,0,0,0,0,1,0,0,0,1
water-filled,1,0,0,0,0,0,0,0,1
equidistant,1,0,0,0,0,0,0,0,1
nerve-shattering,2,0,0,0,0,0,0,0,2
chancellorsville,0,0,0,0,1,0,0,0,1
banshee,0,0,0,0,1,0,0,0,1
pained,0,0,0,0,0,0,0,1,1
hyped-up,1,0,0,0,0,0,0,0,1
barbed-wire,0,0,0,0,1,0,0,0,1
tormenters,0,0,0,0,1,0,0,0,1
admassy,0,0,0,0,2,0,0,0,2
splashed,0,0,0,0,0,0,0,3,3
lurched,0,0,0,0,0,0,0,5,5
muddied,0,0,0,0,0,0,0,2,2
dogtrot,0,0,0,0,1,0,0,0,1
stone-still,1,0,0,0,0,0,0,0,1
lacerated,0,0,0,0,0,0,0,1,1
pedals,0,0,0,0,1,0,0,0,1
thundered,0,0,0,0,0,0,0,2,2
hurtled,0,0,0,0,0,0,0,1,1
reverberated,0,0,0,0,0,0,0,2,2
siren,0,0,0,0,1,0,0,0,1
estes,0,0,0,0,1,0,0,0,1
brusquely,0,1,0,0,0,0,0,0,1
cabdriver,0,0,0,0,1,0,0,0,1
yellow-bellied,1,0,0,0,0,0,0,0,1
redneck,0,0,0,0,1,0,0,0,1
rourke,0,0,0,0,19,0,0,0,19
alvarez,0,0,0,0,3,0,0,0,3
jai,0,0,0,0,1,0,0,0,1
alai,0,0,0,0,1,0,0,0,1
shayne,0,0,0,0,27,0,0,0,27
slopped,0,0,0,0,0,0,0,1,1
half-melted,1,0,0,0,0,0,0,0,1
ice-cubes,0,0,0,0,1,0,0,0,1
rourke's,0,0,0,0,3,0,0,0,3
biscayne,0,0,0,0,2,0,0,0,2
felice,0,0,0,0,4,0,0,0,4
perrin's,0,0,0,0,1,0,0,0,1
peralta,0,0,0,0,4,0,0,0,4
marsha,0,0,0,0,1,0,0,0,1
putas,0,0,0,0,1,0,0,0,1
buenas,1,0,0,0,0,0,0,0,1
knife-men,0,0,0,0,1,0,0,0,1
aforethought,0,1,0,0,0,0,0,0,1
luscious,2,0,0,0,0,0,0,0,2
counterfeit,1,0,0,0,0,0,0,0,1
bracelet,0,0,0,0,1,0,0,0,1
faintest,3,0,0,0,0,0,0,0,3
felice's,0,0,0,0,1,0,0,0,1
divider,0,0,0,0,1,0,0,0,1
neon-lighted,1,0,0,0,0,0,0,0,1
palm-lined,1,0,0,0,0,0,0,0,1
briefly-illumed,1,0,0,0,0,0,0,0,1
geely,0,0,0,0,7,0,0,0,7
petey,0,0,0,0,1,0,0,0,1
commending,0,0,0,0,0,0,0,2,2
stake-out,0,0,0,0,3,0,0,0,3
perrin,0,0,0,0,6,0,0,0,6
groaned,0,0,0,0,0,0,0,3,3
dismally,0,2,0,0,0,0,0,0,2
cognac,0,0,0,0,4,0,0,0,4
twenty-dollar,1,0,0,0,0,0,0,0,1
conspiratorial,1,0,0,0,0,0,0,0,1
punk,0,0,0,0,2,0,0,0,2
sipped,0,0,0,0,0,0,0,2,2
coupe,0,0,0,0,2,0,0,0,2
shayne's,0,0,0,0,2,0,0,0,2
paunchy,2,0,0,0,0,0,0,0,2
half-turned,1,0,0,0,0,0,0,0,1
hatchet-faced,1,0,0,0,0,0,0,0,1
gum-chewing,1,0,0,0,0,0,0,0,1
dived,0,0,0,0,0,0,0,5,5
holster,0,0,0,0,10,0,0,0,10
harris',0,0,0,0,1,0,0,0,1
geely's,0,0,0,0,1,0,0,0,1
recumbent,1,0,0,0,0,0,0,0,1
good-humoredly,0,1,0,0,0,0,0,0,1
mailboxes,0,0,0,0,4,0,0,0,4
wall-switch,0,0,0,0,1,0,0,0,1
flatten,0,0,0,0,0,0,0,1,1
wrenching,0,0,0,0,0,0,0,1,1
scrambling,0,0,0,0,0,0,0,1,1
knifelike,1,0,0,0,0,0,0,0,1
steadied,0,0,0,0,0,0,0,2,2
invulnerable,1,0,0,0,0,0,0,0,1
feint,0,0,0,0,1,0,0,1,2
macabre,2,0,0,0,0,0,0,0,2
hunched,0,0,0,0,0,0,0,2,2
forearm,0,0,0,0,3,0,0,0,3
sagged,0,0,0,0,0,0,0,3,3
ducking,0,0,0,0,0,0,0,3,3
tripped,0,0,0,0,0,0,0,2,2
feebly,0,2,0,0,0,0,0,0,2
wobbled,0,0,0,0,0,0,0,2,2
mid-air,0,0,0,0,1,0,0,0,1
bloodstained,1,0,0,0,0,0,0,0,1
careened,0,0,0,0,0,0,0,1,1
newel,0,0,0,0,1,0,0,0,1
sudden-end,1,0,0,0,0,0,0,0,1
lamming,0,0,0,0,0,0,0,1,1
wastrel,0,0,0,0,1,0,0,0,1
snowed,0,0,0,0,0,0,0,2,2
undulating,0,0,0,0,0,0,0,1,1
safekeeping,1,0,0,0,0,0,0,0,1
deceitful,1,0,0,0,0,0,0,0,1
dryly,0,4,0,0,0,0,0,0,4
skeleton,0,0,0,0,2,0,0,0,2
liz,0,0,0,0,1,0,0,0,1
peabody,0,0,0,0,1,0,0,0,1
jeb,0,0,0,0,1,0,0,0,1
lisa,0,0,0,0,4,0,0,0,4
garish,1,0,0,0,0,0,0,0,1
courthouse,0,0,0,0,3,0,0,0,3
white-stucco,0,0,0,0,1,0,0,0,1
privet,0,0,0,0,1,0,0,0,1
semitropical,1,0,0,0,0,0,0,0,1
camellias,0,0,0,0,1,0,0,0,1
azaleas,0,0,0,0,3,0,0,0,3
improbably,0,1,0,0,0,0,0,0,1
bright-green,1,0,0,0,0,0,0,0,1
florist's,0,0,0,0,2,0,0,0,2
good-looking,4,0,0,0,0,0,0,0,4
calhoun's,0,0,0,0,1,0,0,0,1
gallstone,0,0,0,0,1,0,0,0,1
tracking,0,0,0,0,0,0,0,3,3
wearying,0,0,0,0,0,0,0,2,2
frizzled,0,0,0,0,0,0,0,1,1
poodle,0,0,0,0,2,0,0,0,2
pecked,0,0,0,0,0,0,0,2,2
breaking-out,0,0,0,0,1,0,0,0,1
allergy,0,0,0,0,1,0,0,0,1
carmody,0,0,0,0,2,0,0,0,2
reportorial,1,0,0,0,0,0,0,0,1
rolled-up,1,0,0,0,0,0,0,0,1
ferrell,0,0,0,0,3,0,0,0,3
hirey,0,0,0,0,6,0,0,0,6
latches,0,0,0,0,0,0,0,1,1
grillework,0,0,0,0,1,0,0,0,1
hirey's,0,0,0,0,1,0,0,0,1
grille,0,0,0,0,3,0,0,0,3
leather-bound,1,0,0,0,0,0,0,0,1
mustiness,0,0,0,0,1,0,0,0,1
thrumming,0,0,0,0,0,0,0,1,1
stacks,0,0,0,0,1,0,0,0,1
burrowing,0,0,0,0,0,0,0,1,1
casters,0,0,0,0,1,0,0,0,1
plod,0,0,0,0,0,0,0,1,1
cropping,0,0,0,0,0,0,0,1,1
distract,0,0,0,0,0,0,0,2,2
black's,0,0,0,0,6,0,0,0,6
basketball-playing,1,0,0,0,0,0,0,0,1
l.s.u.,0,0,0,0,1,0,0,0,1
two-line,1,0,0,0,0,0,0,0,1
mckinley's,0,0,0,0,1,0,0,0,1
iroquois,0,0,0,0,1,0,0,0,1
hall-mills,0,0,0,0,1,0,0,0,1
tomblike,2,0,0,0,0,0,0,0,2
clanged,0,0,0,0,0,0,0,1,1
stone-blind,1,0,0,0,0,0,0,0,1
pungency,0,0,0,0,1,0,0,0,1
supervisors',0,0,0,0,1,0,0,0,1
gaylor,0,0,0,0,1,0,0,0,1
lila,0,0,0,0,2,0,0,0,2
anagram,0,0,0,0,1,0,0,0,1
unscramble,0,0,0,0,0,0,0,1,1
gaylor's,0,0,0,0,1,0,0,0,1
chimera-chasing,1,0,0,0,0,0,0,0,1
reminiscences,0,0,0,0,1,0,0,0,1
mesmerized,0,0,0,0,0,0,0,1,1
skyros,0,0,0,0,20,0,0,0,20
contacting,0,0,0,0,0,0,0,2,2
angie,0,0,0,0,17,0,0,0,17
acourse,0,1,0,0,0,0,0,0,1
denny's,0,0,0,0,1,0,0,0,1
jackie's,0,0,0,0,1,0,0,0,1
hangin',0,0,0,0,0,0,0,2,2
worryin',0,0,0,0,0,0,0,1,1
spades,0,0,0,0,4,0,0,0,4
crooks,0,0,0,0,2,0,0,0,2
distractedly,0,1,0,0,0,0,0,0,1
angelo's,0,0,0,0,2,0,0,0,2
regular-featured,1,0,0,0,0,0,0,0,1
spaniel-like,1,0,0,0,0,0,0,0,1
prettyman,0,0,0,0,2,0,0,0,2
denny,0,0,0,0,2,0,0,0,2
anybody'd,0,0,0,0,0,0,1,0,1
underling,0,0,0,0,1,0,0,0,1
domokous,0,0,0,0,2,0,0,0,2
skyros',0,0,0,0,2,0,0,0,2
paternally,0,1,0,0,0,0,0,0,1
ground-glass,0,0,0,0,1,0,0,0,1
ten-twelve,1,0,0,0,0,0,0,0,1
bouvardier,0,0,0,0,1,0,0,0,1
superstitious,1,0,0,0,0,0,0,0,1
katya,0,0,0,0,3,0,0,0,3
roslev,0,0,0,0,1,0,0,0,1
katharine,0,0,0,0,6,0,0,0,6
'way,0,1,0,0,0,0,0,0,1
so's,0,0,4,0,0,0,0,0,4
foreign-sounding,1,0,0,0,0,0,0,0,1
vaguely-imagined,1,0,0,0,0,0,0,0,1
katharine's,0,0,0,0,1,0,0,0,1
mendoza,0,0,0,0,1,0,0,0,1
alison,0,0,0,0,1,0,0,0,1
handbag,0,0,0,0,3,0,0,0,3
propped,0,0,0,0,0,0,0,3,3
bast,0,0,0,0,1,0,0,0,1
daintily,0,1,0,0,0,0,0,0,1
abyssinians,0,0,0,0,1,0,0,0,1
kittens,0,0,0,0,5,0,0,0,5
que,0,0,0,1,0,0,0,0,1
sigue,0,0,0,0,0,0,0,1,1
despues,0,1,0,0,0,0,0,0,1
vet,0,0,0,0,1,0,0,0,1
carters,0,0,0,0,1,0,0,0,1
maude's,0,0,0,0,1,0,0,0,1
lolotte,0,0,0,0,8,0,0,0,8
emile,0,0,0,0,5,0,0,0,5
maude,0,0,0,0,21,0,0,0,21
celie's,0,0,0,0,1,0,0,0,1
sarah's,0,0,0,0,4,0,0,0,4
smokehouse,0,0,0,0,2,0,0,0,2
storehouse,0,0,0,0,3,0,0,0,3
hiked,0,0,0,0,0,0,0,1,1
lucien,0,0,0,0,10,0,0,0,10
floes,0,0,0,0,1,0,0,0,1
stowe,0,0,0,0,1,0,0,0,1
paterollers,0,0,0,0,1,0,0,0,1
swished,0,0,0,0,0,0,0,4,4
undrinkable,1,0,0,0,0,0,0,0,1
honotassa,0,0,0,0,4,0,0,0,4
rilly,0,0,0,0,1,0,0,0,1
glendora,0,0,0,0,13,0,0,0,13
unprocurable,1,0,0,0,0,0,0,0,1
credible,2,0,0,0,0,0,0,0,2
unpleasantly,0,1,0,0,0,0,0,0,1
rev,0,0,0,0,11,0,0,0,11
emile's,0,0,0,0,2,0,0,0,2
moire,0,0,0,0,1,0,0,0,1
armoire,0,0,0,0,1,0,0,0,1
moccasins,0,0,0,0,2,0,0,0,2
curtly,0,2,0,0,0,0,0,0,2
dosed,0,0,0,0,0,0,0,2,2
doled,0,0,0,0,0,0,0,1,1
celie,0,0,0,0,1,0,0,0,1
storeroom,0,0,0,0,1,0,0,0,1
commissary,0,0,0,0,2,0,0,0,2
hams,0,0,0,0,1,0,0,0,1
smoke-stained,1,0,0,0,0,0,0,0,1
rafters,0,0,0,0,1,0,0,0,1
drizzling,0,0,0,0,0,0,0,2,2
brad,0,0,0,0,1,0,0,0,1
george's,0,0,0,0,3,0,0,0,3
satirically,0,1,0,0,0,0,0,0,1
rev's,0,0,0,0,2,0,0,0,2
cobbler's,0,0,0,0,1,0,0,0,1
lamplight,0,0,0,0,3,0,0,0,3
lolotte's,0,0,0,0,1,0,0,0,1
schoolgirl,0,0,0,0,1,0,0,0,1
confidant,0,0,0,0,1,0,0,0,1
gulp,0,0,0,0,2,0,0,0,2
glendora's,0,0,0,0,1,0,0,0,1
stinking,0,0,0,0,0,0,0,2,2
gilborn's,0,0,0,0,3,0,0,0,3
jacobs,0,0,0,0,2,0,0,0,2
gilborn,0,0,0,0,16,0,0,0,16
half-cocked,1,0,0,0,0,0,0,0,1
telephone-booth,0,0,0,0,1,0,0,0,1
massaging,0,0,0,0,0,0,0,1,1
kitti's,0,0,0,0,2,0,0,0,2
blustery,1,0,0,0,0,0,0,0,1
unheeding,1,0,0,0,0,0,0,0,1
kitti,0,0,0,0,18,0,0,0,18
picture-images,0,0,0,0,1,0,0,0,1
enormity,0,0,0,0,1,0,0,0,1
conrad's,0,0,0,0,2,0,0,0,2
no-goal,0,0,0,0,1,0,0,0,1
one-thousandth,0,0,0,0,1,0,0,0,1
undisguised,1,0,0,0,0,0,0,0,1
lain,0,0,0,0,0,0,0,4,4
racking,0,0,0,0,0,0,0,1,1
blanche's,0,0,0,0,1,0,0,0,1
worksheet,0,0,0,0,1,0,0,0,1
unpredictable,2,0,0,0,0,0,0,0,2
acapulco,0,0,0,0,1,0,0,0,1
stupor,0,0,0,0,4,0,0,0,4
serenely,0,1,0,0,0,0,0,0,1
penciled,0,0,0,0,0,0,0,1,1
fingerprint,0,0,0,0,6,0,0,0,6
mallory,0,0,0,0,1,0,0,0,1
swooping,0,0,0,0,0,0,0,3,3
pantomimed,0,0,0,0,0,0,0,1,1
grasping,0,0,0,0,0,0,0,2,2
cleanly,0,2,0,0,0,0,0,0,2
mallory's,0,0,0,0,1,0,0,0,1
cinch,0,0,0,0,3,0,0,0,3
sobered,0,0,0,0,0,0,0,3,3
second-floor,0,0,0,0,1,0,0,0,1
m.e.'s,0,0,0,0,1,0,0,0,1
on-the-spot,1,0,0,0,0,0,0,0,1
comings,0,0,0,0,1,0,0,0,1
goings,0,0,0,0,1,0,0,0,1
onlookers,0,0,0,0,2,0,0,0,2
felix's,0,0,0,0,2,0,0,0,2
householder,0,0,0,0,1,0,0,0,1
sobriety,0,0,0,0,1,0,0,0,1
craggy,1,0,0,0,0,0,0,0,1
unsuitably,0,1,0,0,0,0,0,0,1
hatted,1,0,0,0,0,0,0,0,1
unaccountable,1,0,0,0,0,0,0,0,1
handiwork,0,0,0,0,1,0,0,0,1
flute,0,0,0,0,1,0,0,0,1
cavort,0,0,0,0,0,0,0,1,1
big-chested,1,0,0,0,0,0,0,0,1
big-shouldered,1,0,0,0,0,0,0,0,1
heavy-armed,1,0,0,0,0,0,0,0,1
dentures,0,0,0,0,1,0,0,0,1
receded,0,0,0,0,0,0,0,2,2
freak,0,0,0,0,4,0,0,0,4
flannel,0,0,0,0,4,0,0,0,4
necktie,0,0,0,0,2,0,0,0,2
whiff,0,0,0,0,1,0,0,0,1
gibby,0,0,0,0,7,0,0,0,7
blokes,0,0,0,0,1,0,0,0,1
pompous,3,0,0,0,0,0,0,0,3
whorls,0,0,0,0,1,0,0,0,1
chortled,0,0,0,0,0,0,0,3,3
fingerprints,0,0,0,0,4,0,0,0,4
prancing,0,0,0,0,0,0,0,3,3
grubb,0,0,0,0,3,0,0,0,3
connor,0,0,0,0,1,0,0,0,1
foursome,0,0,0,0,1,0,0,0,1
fingerprinting,0,0,0,0,0,0,0,1,1
skylight,0,0,0,0,1,0,0,0,1
skylights,0,0,0,0,2,0,0,0,2
unerringly,0,1,0,0,0,0,0,0,1
more-than-average,1,0,0,0,0,0,0,0,1
wacky,1,0,0,0,0,0,0,0,1
tarpaulin,0,0,0,0,1,0,0,0,1
shrouded,0,0,0,0,0,0,0,1,1
workman's,0,0,0,0,1,0,0,0,1
crutch,0,0,0,0,1,0,0,0,1
kidnapped,0,0,0,0,0,0,0,1,1
cant,0,0,0,0,1,0,0,0,1
dozing,0,0,0,0,0,0,0,3,3
andy's,0,0,0,0,4,0,0,0,4
paxton,0,0,0,0,7,0,0,0,7
lissa,0,0,0,0,2,0,0,0,2
comforted,0,0,0,0,0,0,0,1,1
revising,0,0,0,0,0,0,0,1,1
befitting,0,0,0,0,0,0,0,1,1
cancelling,0,0,0,0,0,0,0,1,1
casino's,0,0,0,0,1,0,0,0,1
rocco,0,0,0,0,2,0,0,0,2
nosing,0,0,0,0,0,0,0,1,1
hustled,0,0,0,0,0,0,0,2,2
hotel's,0,0,0,0,1,0,0,0,1
prying,0,0,0,0,0,0,0,1,1
hero-worshippers,0,0,0,0,1,0,0,0,1
skolman's,0,0,0,0,2,0,0,0,2
backstage,0,2,0,0,0,0,0,0,2
bouquet,0,0,0,0,4,0,0,0,4
shirl,0,0,0,0,3,0,0,0,3
duvol,0,0,0,0,1,0,0,0,1
skolman,0,0,0,0,3,0,0,0,3
kidnapper,0,0,0,0,2,0,0,0,2
bonner,0,0,0,0,6,0,0,0,6
louse,0,0,0,0,1,0,0,2,3
nightclub's,0,0,0,0,1,0,0,0,1
kidnappers,0,0,0,0,1,0,0,0,1
bastard's,0,0,0,0,1,0,0,0,1
natch,0,1,0,0,0,0,0,0,1
sippers,0,0,0,0,1,0,0,0,1
call-backs,0,0,0,0,1,0,0,0,1
lucks,0,0,0,0,1,0,0,0,1
upbeat,1,0,0,0,0,0,0,0,1
gravestone,0,0,0,0,1,0,0,0,1
plowed,0,0,0,0,0,0,0,5,5
clapping,0,0,0,0,2,0,0,4,6
salvaging,0,0,0,0,0,0,0,2,2
perspiring,0,0,0,0,0,0,0,1,1
discordantly,0,2,0,0,0,0,0,0,2
clapped,0,0,0,0,0,0,0,4,4
off-stage,0,1,0,0,0,0,0,0,1
money's,0,0,0,0,2,0,0,0,2
jerks,0,0,0,0,1,0,0,0,1
mended,0,0,0,0,0,0,0,1,1
humpty,0,0,0,0,1,0,0,0,1
dumpty,0,0,0,0,1,0,0,0,1
shouldered,0,0,0,0,0,0,0,3,3
dully,0,3,0,0,0,0,0,0,3
morgue,0,0,0,0,1,0,0,0,1
scraggly,2,0,0,0,0,0,0,0,2
dronk's,0,0,0,0,1,0,0,0,1
rossi,0,0,0,0,2,0,0,0,2
limps,0,0,0,0,0,0,0,1,1
limped,0,0,0,0,0,0,0,2,2
'stead,0,1,0,0,0,0,0,0,1
sneaking,0,0,0,0,0,0,0,2,2
spying,0,0,0,0,0,0,0,2,2
dronk,0,0,0,0,2,0,0,0,2
holden,0,0,0,0,9,0,0,0,9
half-aloud,0,1,0,0,0,0,0,0,1
overalls,0,0,0,0,5,0,0,0,5
slimmer,1,0,0,0,0,0,0,0,1
pleats,0,0,0,0,1,0,0,0,1
arthur's,0,0,0,0,1,0,0,0,1
holden's,0,0,0,0,2,0,0,0,2
mae,0,0,0,0,16,0,0,0,16
crosson's,0,0,0,0,2,0,0,0,2
shark's,0,0,0,0,1,0,0,0,1
yelp,0,0,0,0,2,0,0,0,2
no-o-o,0,1,0,0,0,0,0,0,1
crosson,0,0,0,0,2,0,0,0,2
squinting,0,0,0,0,0,0,0,3,3
mae's,0,0,0,0,1,0,0,0,1
blatant,2,0,0,0,0,0,0,0,2
scheming,0,0,0,0,0,0,0,3,3
prodding,0,0,0,0,0,0,0,1,1
cringed,0,0,0,0,0,0,0,2,2
recreating,0,0,0,0,0,0,0,1,1
molesting,0,0,0,0,0,0,0,1,1
staginess,0,0,0,0,1,0,0,0,1
darted,0,0,0,0,0,0,0,6,6
wilfully,0,2,0,0,0,0,0,0,2
uprooted,0,0,0,0,0,0,0,1,1
morosely,0,2,0,0,0,0,0,0,2
jerkings,0,0,0,0,1,0,0,0,1
snivelings,0,0,0,0,1,0,0,0,1
ferguson's,0,0,0,0,2,0,0,0,2
chomp,0,0,0,0,1,0,0,0,1
seeping,0,0,0,0,0,0,0,2,2
glass-like,1,0,0,0,0,0,0,0,1
icicle,0,0,0,0,1,0,0,0,1
macready,0,0,0,0,2,0,0,0,2
busboy,0,0,0,0,2,0,0,0,2
airless,2,0,0,0,0,0,0,0,2
overnighters,0,0,0,0,3,0,0,0,3
willings,0,0,0,0,7,0,0,0,7
paynes,0,0,0,0,1,0,0,0,1
lodgings,0,0,0,0,2,0,0,0,2
fifty-four,1,0,0,0,0,0,0,0,1
telescopic,1,0,0,0,0,0,0,0,1
sniper,0,0,0,0,1,0,0,0,1
shrugs,0,0,0,0,2,0,0,0,2
bellhops,0,0,0,0,1,0,0,0,1
long-stemmed,1,0,0,0,0,0,0,0,1
lab,0,0,0,0,3,0,0,0,3
ocelot,0,0,0,0,1,0,0,0,1
collapsible,1,0,0,0,0,0,0,0,1
vitus,0,0,0,0,1,0,0,0,1
dribbled,0,0,0,0,0,0,0,1,1
weigand,0,0,0,0,4,0,0,0,4
centrifuge,0,0,0,0,2,0,0,0,2
mullins,0,0,0,0,7,0,0,0,7
ridgefield,0,0,0,0,1,0,0,0,1
norths,0,0,0,0,1,0,0,0,1
jerry's,0,0,0,0,1,0,0,0,1
livingston,0,0,0,0,1,0,0,0,1
birdwood,0,0,0,0,1,0,0,0,1
uprising,0,0,0,0,1,0,0,0,1
scuffle,0,0,0,0,1,0,0,0,1
hunches,0,0,0,0,1,0,0,0,1
ambushes,0,0,0,0,1,0,0,0,1
punishes,0,0,0,0,0,0,0,1,1
quarter-century-old,1,0,0,0,0,0,0,0,1
dereliction,0,0,0,0,2,0,0,0,2
large-enough,1,0,0,0,0,0,0,0,1
unreasoning,1,0,0,0,0,0,0,0,1
eliminations,0,0,0,0,1,0,0,0,1
corrode,0,0,0,0,0,0,0,1,1
lars,0,0,0,0,1,0,0,0,1
playwright-director,0,0,0,0,1,0,0,0,1
siamese,4,0,0,0,0,0,0,0,4
stilts,0,0,0,0,3,0,0,0,3
pam's,0,0,0,0,1,0,0,0,1
dinnertime,0,0,0,0,3,0,0,0,3
too-large,2,0,0,0,0,0,0,0,2
piteous,1,0,0,0,0,0,0,0,1
chaise,0,0,0,0,1,0,0,0,1
constable's,0,0,0,0,1,0,0,0,1
uninvited,1,0,0,0,0,0,0,0,1
adulation,0,0,0,0,1,0,0,0,1
martinis,0,0,0,0,2,0,0,0,2
madden,0,0,0,0,18,0,0,0,18
madden's,0,0,0,0,3,0,0,0,3
pathologist,0,0,0,0,2,0,0,0,2
meeker,0,0,0,0,10,0,0,0,10
suffocation,0,0,0,0,1,0,0,0,1
hemorrhages,0,0,0,0,1,0,0,0,1
scrapings,0,0,0,0,1,0,0,0,1
nasal,2,0,0,0,0,0,0,0,2
cavities,0,0,0,0,1,0,0,0,1
thrombosis,0,0,0,0,1,0,0,0,1
seven-o'clock,0,0,0,0,1,0,0,0,1
meeker's,0,0,0,0,7,0,0,0,7
medfield,0,0,0,0,3,0,0,0,3
brian,0,0,0,0,5,0,0,0,5
hohlbein,0,0,0,0,9,0,0,0,9
one-thirty,2,0,0,0,0,0,0,0,2
garth's,0,0,0,0,5,0,0,0,5
medfield's,0,0,0,0,1,0,0,0,1
haircut,0,0,0,0,2,0,0,0,2
jaycee,0,0,0,0,1,0,0,0,1
harbored,0,0,0,0,0,0,0,3,3
disliking,0,0,0,0,0,0,0,1,1
inspector's,0,0,0,0,2,0,0,0,2
wills,0,0,0,0,1,0,0,0,1
pompousness,0,0,0,0,1,0,0,0,1
great-nieces,0,0,0,0,1,0,0,0,1
pecks,0,0,0,0,1,0,0,0,1
joan's,0,0,0,0,2,0,0,0,2
faucet,0,0,0,0,1,0,0,0,1
prized,0,0,0,0,0,0,0,2,2
ten-thousand-dollar,1,0,0,0,0,0,0,0,1
two-bedroom,1,0,0,0,0,0,0,0,1
unremarkable,1,0,0,0,0,0,0,0,1
dunston,0,0,0,0,1,0,0,0,1
stock-market,0,0,0,0,1,0,0,0,1
hoag,0,0,0,0,21,0,0,0,21
building's,0,0,0,0,2,0,0,0,2
wrought-iron,0,0,0,0,1,0,0,0,1
leigh,0,0,0,0,3,0,0,0,3
undersecretary's,0,0,0,0,1,0,0,0,1
midge,0,0,0,0,4,0,0,0,4
red-rimmed,1,0,0,0,0,0,0,0,1
mahzeer,0,0,0,0,11,0,0,0,11
mahzeer's,0,0,0,0,5,0,0,0,5
fuzz,0,0,0,0,3,0,0,0,3
encased,0,0,0,0,0,0,0,1,1
placating,0,0,0,0,0,0,0,1,1
docherty,0,0,0,0,9,0,0,0,9
swallows,0,0,0,0,2,0,0,0,2
recollected,0,0,0,0,0,0,0,1,1
uncertainly,0,2,0,0,0,0,0,0,2
bonfiglio,0,0,0,0,1,0,0,0,1
half-crocked,1,0,0,0,0,0,0,0,1
muddleheaded,1,0,0,0,0,0,0,0,1
griffith's,0,0,0,0,1,0,0,0,1
sari,0,0,0,0,1,0,0,0,1
muller,0,0,0,0,9,0,0,0,9
leaded,1,0,0,0,0,0,0,0,1
drapes,0,0,0,0,1,0,0,0,1
minister's,0,0,0,0,1,0,0,0,1
four-story,1,0,0,0,0,0,0,0,1
muller's,0,0,0,0,3,0,0,0,3
legation,0,0,0,0,1,0,0,0,1
copings,0,0,0,0,1,0,0,0,1
bulked,0,0,0,0,0,0,0,1,1
guardia,0,0,0,0,1,0,0,0,1
legation's,0,0,0,0,1,0,0,0,1
third-story,0,0,0,0,1,0,0,0,1
room's,0,0,0,0,1,0,0,0,1
facades,0,0,0,0,1,0,0,0,1
vestibule,0,0,0,0,2,0,0,0,2
fussing,0,0,0,0,0,0,0,2,2
hoag's,0,0,0,0,2,0,0,0,2
fumbled,0,0,0,0,0,0,0,5,5
nakedly,0,1,0,0,0,0,0,0,1
lurching,0,0,0,0,0,0,0,2,2
retch,0,0,0,0,0,0,0,1,1
arleigh,0,0,0,0,1,0,0,0,1
buoyed,0,0,0,0,0,0,0,1,1
ingleside,0,0,0,0,1,0,0,0,1
lieutenant's,0,0,0,0,3,0,0,0,3
janitor's,0,0,0,0,1,0,0,0,1
policemen's,0,0,0,0,1,0,0,0,1
thirty-seven,1,0,0,0,0,0,0,0,1
killpath,0,0,0,0,19,0,0,0,19
killpath's,0,0,0,0,6,0,0,0,6
untoward,1,0,0,0,0,0,0,0,1
incursion,0,0,0,0,1,0,0,0,1
fumed-oak,0,0,0,0,2,0,0,0,2
